Comment,Comment_Title,Date,User Rating,User_Account_Link,Username
"I never finished reading this book. I am a failure at getting things done, fortunately, I am in good company as I do not know a single who owns this book that actually finished reading it.","fortunately, I am in good company as I do ...","December 26, 2014",2.0,/gp/profile/amzn1.account.AH7BQASQHX4KDVZC6L7DT33VZDZA,Minda
Didnt find the time to finish reading it. Not sure if that says anything about the book. I got a few good tips from the first 50 pages.,I got a few good tips from the first 50 pages,"December 26, 2014",3.0,/gp/profile/amzn1.account.AEUIOID7MPRE2NZDQVHI4HBS7C4A,BenZoh
"A book I enjoyed reading, as it explains how to tackle potential pitfalls in work-home-private life organisation, when we use too many different planning tools and get lost in too many details.","Simple, clear, effective.","December 25, 2014",5.0,/gp/profile/amzn1.account.AGQQ3JIIEMROER3CAYC74AHFFRXA,Marijke Hanneman
Stopped reading after first chapter. Same thing reiterated with different phrases.,One Star,"December 23, 2014",1.0,/gp/profile/amzn1.account.AHCHRTTP2JMDBWMXLT3XEMHLGKGQ,Kindle Customer
Helpful,Four Stars,"December 23, 2014",4.0,/gp/profile/amzn1.account.AH5PDCYXKP3P2NPEURCE6BK4WSTA,Dwane Wall
"I bought the book before and bought this kindle version so I can access to it anytime with my Ipad with me.  I used RTM (Remember the Milk), an App to practice GTD which is always the first thing I do before I start working.  Amazing ""to do list"" or better called it time management system","Amazing ""to do list"" or better called it time management","December 21, 2014",5.0,/gp/profile/amzn1.account.AGQHRDN3NCC35OO25EYDMFJ2H2LQ,GaryC
"This book provides a back to basics and pragmatic approach to task management.  It's an easy read, motivational with many helpful tips and ideas.","It's an easy read, motivational with many helpful tips and ideas","December 18, 2014",4.0,/gp/profile/amzn1.account.AGLYT5BMUCSFPJLKA4SWTA2KYN4Q,G. Anthony
Was not what I expected!,One Star,"December 17, 2014",1.0,/gp/profile/amzn1.account.AGCU3OE6XOLOWIZGIYT2Q3BHG4LA,Norris Sjostrom
Book is in worse condition than indicated.,Two Stars,"December 17, 2014",2.0,/gp/profile/amzn1.account.AFYVEEIY636H5KGVLMQJPYGR767A,Josue Jolibois
ANOTHER BLAH BLAH BLAH BOOK THAT DOESN'T FIT WITH MY NEEDS. MAYBE IT'S JUST ME?,Three Stars,"December 15, 2014",3.0,/gp/profile/amzn1.account.AFQRLVWYTFG4YO4RNXSJWSQUOJAQ,Poopsie Efficient
dull,not helpful,"December 15, 2014",1.0,/gp/profile/amzn1.account.AGNIVRNUOERZWCEZQKTREGJO6T3Q,Gauhri
"Rather tight rules, but necessary to 'close loops' - I have benefited from taking the seconds to recognize where I am to make the decisions I need to make.",Good!,"December 15, 2014",5.0,/gp/profile/amzn1.account.AHG4BHBPXFZDYMIRYNUVAI6FK4BA,dk
Excellent. I use Evernote with the secret weapon.,Easy to implement online,"December 14, 2014",5.0,/gp/profile/amzn1.account.AFRQPAFIKGQ4VHO6GPA46EHVIIXQ,Eric J
"good book, worth a read",Five Stars,"December 14, 2014",5.0,/gp/profile/amzn1.account.AELJ2LIOG2YRJXZWBJHGP22QX2EA,Shrenik Bothra
I'm finding this book very helpful to me both with work and life in general.  Book came in perfect condition and right away.,Awesome,"December 12, 2014",5.0,/gp/profile/amzn1.account.AEUOUBPROV2PHJVQK4M7KFGEC7ZA,Lillady4769
See title ;),Changed my life,"December 11, 2014",5.0,/gp/profile/amzn1.account.AGGAN4HDASR3L3Y3XRDFJXAW2RTA,Micah Reese
"Fantastic read.  A lot to put into practice.  I am really looking forward to implementing this!  Marvelous and life changing, a book to reread forever!",fantastic,"December 9, 2014",5.0,/gp/profile/amzn1.account.AEHSQBPLWBGRHTY3WISKXP6G3BWQ,Karoline M Wallace
the best methodology I have ever known,Life changer,"December 9, 2014",5.0,/gp/profile/amzn1.account.AELFIVGGCJDXXESZ2T4AJWICDLIQ,Zhuo Chen
Love the book and methodology. I have finally become organized and don't feel overwhelmed. Easy read and good information.,GTD is must read,"December 8, 2014",5.0,/gp/profile/amzn1.account.AHRDN6NZAWYTNXFJ2FKYO5BUDCGQ,R. Sauers
"Finally, a book that has added immediate value to both my personal and business life!",Five Stars,"December 8, 2014",5.0,/gp/profile/amzn1.account.AFEUYAKMEZPQEQNL52SWP66OEG4Q,Alfredo Barron
It's a good book. I am trying the system now and seems to be helping me stay on top of everything,Needed for multutasker,"December 7, 2014",5.0,/gp/profile/amzn1.account.AHOUUGHZKRPDOMVMOTAW32STAMWQ,Natalie A. Sabo
Very good book!,Five Stars,"December 7, 2014",5.0,/gp/profile/amzn1.account.AEMREKI7NTMJ73LCYZFLEZA3EG2A,Carla
"This is the third time I have bought this book, this time on my kindle. It was worth it each time.",awesome book,"December 6, 2014",5.0,/gp/profile/amzn1.account.AHICVPZNENPXQ5YWV3W2JXNIXFPQ,Rick Price
"An absolute boon for me to get my stuff organized.  I definitely think a short pencil is better than a long memory, and this book shows how to get the stuff out of my head (thereby reducing stress from worrying about whether I am forgetting or have forgotten something).",I definitely think a short pencil is better than a long memory,"December 5, 2014",5.0,/gp/profile/amzn1.account.AF6NXJ2DOBOXOWEFFSYCVAIB2EVA,BillBay1000
Very detailed and thorough book on structuring your life and maximizing productivity.,Good Stuff!,"December 4, 2014",4.0,/gp/profile/amzn1.account.AEXXIT4AFH4MMSXOYMBIOR72UE4A,Steve Johnston
Provides a good perspective on organization and getting your work down. The book is easy to read and comprehend. I'm just starting to put initiate practice with Omnifocus 2,Provides a good perspective on organization and getting your work down,"December 3, 2014",5.0,/gp/profile/amzn1.account.AEHY3TDTSHVQJKEC4NR7J32HGSZQ,Brad
Excellent book!,Must read,"November 30, 2014",5.0,/gp/profile/amzn1.account.AFKKZ4LR4NEI3A3DAAM3PKSUDB6Q,Paul Kolb Jr
Good steps to reach targets and aboif distractions along the way as you  get things done.,Five Stars,"November 29, 2014",5.0,/gp/profile/amzn1.account.AEBSQOVI7HTWRTZHA3M6TVPYH5CA,midge johnson
"I considered myself as someone who gets things done, runs my own small business, and takes the time to have a good family life. I heard David on a podcast and thought this would be a good book to read.  Without being long-winded, this is much more than a getting a better to do system, it is a view of looking at things/projects in a different light that will help me have better control of the many things that I think about and the various projects I have on back burn.  These concepts also free up my mind from needless worry.","My thoughts on David Allen's book - ""Getting Things Done""","November 28, 2014",5.0,/gp/profile/amzn1.account.AGQWAE5RJGUN2MH3OBK6CXVP6PJA,Joel Ponton
This book teaches a pragmatic use and organization of a students time and effort. Anything that makes a student more efficient frees up the time necessary to retain the concepts being discussed in lectures and workshops.,A necessity for any college student!,"November 27, 2014",5.0,/gp/profile/amzn1.account.AE2RKG4L5E3EJNQ6AJENFGOWNOQQ,Brian Ekasala
Can make a big difference if you work through the book and follow the advice,Five Stars,"November 26, 2014",5.0,/gp/profile/amzn1.account.AGVNFXVVNER6E5P3PDZEHIH2KXUQ,Morten Folvell
Implementing just a few ideas from this book has already helped me feel in control and focused. I am remembering so much more and completing tasks so much more easily.  I work for three parishes and my to do list are very long as you can imagine. I also supervise several other people and keeping track of what they are doing is also a challenge. I hope to implement all the ideas and Getting Things Done.  Thank you Dave.,great book!,"November 24, 2014",5.0,/gp/profile/amzn1.account.AFBKE3IPF4OIJFUF7K4XGRLU33KA,kathy
"I was unable to finish reading this book. Made it about 1/3 of the way through, before I:a) Got incredibly boredb) Got incredibly annoyed at the author's presumptuousnessIt may seem implausible that one could simultaneously be both bored and annoyed, yet I managed to.Let's face it, time management is not a very sexy topic to begin with, so I wasn't expecting to be wowed. Yet I found myself very anxious for the author to pick up the pace. The book is hundreds of pages long, but if I'm going to follow any system of organization the latter had best be able to be boiled down to a dozen pages - otherwise it will be too complex to comprehend and adhere to. So in my mind, the author was taking 20 pages of explanation and supporting text per one page of condensed principals. I might accept a 10:1 ratio, but not 20:1.The other major problem is that this book seems aimed at wealthy corporate executives and not the everyday person. As recent research has shown, those with lower income levels find it difficult to make good decisions in areas like financial management, likely due to the tremendous day-to-day pressures they endure simply trying to make ends meet. At the very least, the book should be inclusive enough so that those in unfortunate financial shape will feel like the content applies to them.Instead, page after page of the book comes across as elitist, reading more like an article you'd find in the New York Times' Business or Wealth sections. For example, relatively few of us are concerned with starting a new division or business. And when the author had a sample ""to-do"" list that included ""building a koi pond,"" I nearly lost it. If you have enough property and money to consider building a koi pond, I say just hire a full-time concierge to take care of all the items on your list, so you can go play golf.I must also say that I found the author's recommended strategy (or as much as I managed to read) a challenge to understand. I found myself going back and re-reading portions of it to try to fully internalize it. I think clearer graphics would have helped.It is always possible that the first third of the book (which I read) was not representative of the latter portion. If so, I apologize, but I gave it a fair shot before I wrote this review.",Gave up early,"November 23, 2014",2.0,/gp/profile/amzn1.account.AFDA2T2P7O3LZIYL6X2RRGAIPV3Q,My Stuff
Great book!,Five Stars,"November 22, 2014",5.0,/gp/profile/amzn1.account.AFAVNIGPSTTXZ5BQHO2KBSUQ5DGQ,gdeal
"Very good read, and ties into Onmifocus",Five Stars,"November 22, 2014",5.0,/gp/profile/amzn1.account.AHS2YD32WK43XQ4G2D5YQ6YRYGVA,Ja’acov  Eliyahu Goldberg
"If you feel like there isn't enough time in the day to get every thing done that you need to get done...READ THIS BOOK! The ideas and strategies that this book promotes are very effective and will totally change the way you look at organization and time management. Though many of these strategies will take time to implement, this will put you on a super productive path if you follow even a few of the ideas that David writes about here. Take some time now to read this book and save exponential time and stress in the future.",This book is a game changer in both personal and business processes. This can change your life. Amazing.,"November 21, 2014",5.0,/gp/profile/amzn1.account.AGJ77VUVYEEJNJ4HEBNIHAGMXD6Q,Eric
"It's allright,I'm trying to implement it nowI think a nice recap would be nice at the end.",I'm trying to implement it now I think a nice recap would be nice at the end,"November 21, 2014",4.0,/gp/profile/amzn1.account.AEZU6MX4EOUMKPD2V2YMTOYD7UXQ,Jakub
"it is helping, good reference",good,"November 21, 2014",5.0,/gp/profile/amzn1.account.AHDDF4TKO4Y7F7M6XXBZYFRVXUAQ,Kathy Jo Sanders
"Dated, for sure, but there are some good ideas here. Avoid the paper-based system; sounds too heave for today.",but there are some good ideas here,"November 19, 2014",4.0,/gp/profile/amzn1.account.AF7P3QNNCHYKWLG7GVKZZWWJIYVA,Russell E. Ruszkowski
Great methodology and good points.  The book gets a little repetitive though.  I felt like reading the first half of the book was sufficient to get the gist of everything.,Great,"November 19, 2014",5.0,/gp/profile/amzn1.account.AGI5YFYPPJLELMIUTL6D6QEMSY4Q,Threonine
"Altough this is an old version of the book, it has a very practical methodology to stop procastinating and to really get things done. If followed, adapted to new technology, its very powerfull. Cant wait to read the new version.",Super hands on,"November 17, 2014",4.0,/gp/profile/amzn1.account.AFOP72ZHZ2ENDT5FBX23LOJYPXQA,Chefo
Practical and informative for work life and home life. I will definitely be re-reading and taking new and more notes.,great read,"November 16, 2014",5.0,/gp/profile/amzn1.account.AFCIHZKVN2FQBQFG7GDTJYP4YSIQ,Matthew McNeill
"This is a great book, but could need some revising in my opinion. It is a great system, but takes a while to get in to.","This is a great book, but could need some revising in my ...","November 14, 2014",4.0,/gp/profile/amzn1.account.AGNHIU5QDK2T5U6R3WHWOGG7IK2Q,Ludvig
Extremely practical. Cannot recommend this book enough!,Cannot recommend this book enough,"November 14, 2014",5.0,/gp/profile/amzn1.account.AHIS5DQU3A3OUO2RKGILJCTNZPXA,A
"Very useful, and written very clearly and pleasantly.",Four Stars,"November 12, 2014",4.0,/gp/profile/amzn1.account.AGLF7N2Z2FUAVBYM5KXFYHA43FYQ,S.D. Katz
So helpful in so many ways! Get over the problems that have always been there with todo lists and planners.,great,"November 9, 2014",5.0,/gp/profile/amzn1.account.AEESDIECDQVFVBUCVHSM3HBYVWLA,Andrew
Excellent,Five Stars,"November 9, 2014",5.0,/gp/profile/amzn1.account.AGGPZAE2FOEIP3DU52CVQETSRR3Q,Saurel
"Allen outlines a comprehensive system of collecting information, organizing it into tasks, and conducting regular reviews that allows anyone to increase their personal productivity. He outlines unique approaches to project management and daily task management which are much simpler compared to other theories on those topics. The book is as relevant in 2014 as it was 10 years ago. I would love for my co-workers to read it so they could get better control of their tasks. I highly recommend this book to any student and knowledge worker.",Great book on improving personal productivity,"November 9, 2014",5.0,/gp/profile/amzn1.account.AEI4ZLAAQ7PRJDEOXM3LHGHPFCQQ,John C.
It's ok. May be a bit outdated but the principles of time management are there,It's OK,"November 5, 2014",3.0,/gp/profile/amzn1.account.AFIFIIJFVNUAJ445LWXY5EWFZ37Q,kabbalah
"I have already been doing 80% of what he suggests for most of my 20+ year professional career. The extra 20% which I picked up from this book made all the difference. The key items which I gained from this book were to make my to-do lists context specific, to add my someday-maybe and all my personal/around the house/family to-do items to their own lists to get them out of my head, and to ensure I have next action items for everything not just nebulous goals. These additional insights have helped me get much more done every day. The book is longer than it should be, but it is still a quick read. It could probably be 30-50 pages, but then people might balk at paying for such a short book. The examples and stories may be needed to convince some, but the plain truth and efficacy of his suggestions really does speak for itself. If you never seem to get to the bottom of your to-do lists and constantly have things which fall through the cracks, you will benefit immensely from this book. If you are pretty organized, but sometimes forget things or ever have down time, but aren't sure what to do at that moment to be productive, this book will help you too. I have found that Microsoft OneNote is the perfect tool to keep these lists on my work computer, laptop, tablet, and phone.","If you are already productive and utilize to-do lists, this book will help take your system to the next level.","November 4, 2014",5.0,/gp/profile/amzn1.account.AGWURFGS5WQUCTJKUVJX5D5ZBMFQ,Robert Boyle
Lives up to all the hype.,Five Stars,"November 2, 2014",5.0,/gp/profile/amzn1.account.AEZH7USPPEG7OWO4FLPXPIERNBSA,Josh Chesley
"I read the book, and I'm unsure if I can follow it completely.  But, if nothing else, this book gave me a great paper filing organizational scheme that is highly functional.  I will strive to be more GTD, but things I still do:I file stuff well (I can throw out lots of paperwork, and I can find stuff I wanted to find later)I can clean well (easy to sort/keep/discard papers and ""junk"" using GTD)I use a tickler file--this works for meI read lists using Evernote and gmail and outlook, on windows and mac and iPhoneFor math nerds, I see organization as an asymptote.  I'll get there one day.  But this book has had good effects on my efforts, even if I cannot fully follow its teachings. It has had great value to me and was worth it.This is one of those books that i purchased a second copy as a gift for a family member.",great filing system and neat book to read in 2014,"November 1, 2014",5.0,/gp/profile/amzn1.account.AF4QGIAG4R5LJRK4PBB3Q5F4XQ2A,Anonymous Reviewer 338
Great tools! Now I just need to be able to remain true to it for a month to see if it really is possible and allows me to get things done.,Great ideas. Now it's making the habit.,"October 31, 2014",5.0,/gp/profile/amzn1.account.AF6H4246SYP4BAS5Z24BSWATP7KQ,Stian
"It's a very good method to follow. I have completely changed my way of dealing with emails, papers and calendar. Also, it has wonderful tips to relate our life mission to next action tasks that you can do now in order to achieve a bigger objective.",It's a very good method to follow,"October 31, 2014",5.0,/gp/profile/amzn1.account.AENRVC5LPKYISSOH5YJV3S7PWYWA,Lívia Martins Tizzo
Good book! Well understood,Five Stars,"October 28, 2014",5.0,/gp/profile/amzn1.account.AF43V7J6JTI3KYUJKNMZ4YF66BUA,Dmwmary
Life changing.,Five Stars,"October 27, 2014",5.0,/gp/profile/amzn1.account.AELGT3FESWV7UXBCW4EP6S5IUJ3A,Daniel Hekman
Follow just a few of his suggestions and getting things done will become a reality.,Five Stars,"October 25, 2014",5.0,/gp/profile/amzn1.account.AHEUS3FRYJ5S5QSWNUMXOETCDYIQ,Tom Rhoads
"As a student interested in becoming a more productive individual, I found Allen's advice to be useful. There was a lot of commentary on issues that I believed did not pertain to me since I am not the audience Allen is expecting, and that made reading a bit of a chore, but I still believe it was worth doing. When I implemented the changes recommended to me, I found that I spent significantly less of my time on wasteful pursuits and was able to get to the heart of what I really want to accomplish.","A Useful, but Tedious Read","October 24, 2014",4.0,/gp/profile/amzn1.account.AEKNU7GW47TAEDIORS326KZQOKTA,Michael
"A life-changing book: COLLECT EVERYTHING before you begin to work on a project. Bring together everything you have and know  in a given domain. You feel secure that you HAVEN'T MISSED ANYTHING. This book is useful for organizing ANYTHING AND EVERYTHING, from one's research to one's desk drawers. This book will change your life forever: providing a new way of managing and controlling one's very existence.",A LIFE-CHANGING BOOK,"October 23, 2014",5.0,/gp/profile/amzn1.account.AG37UEC5KPXTKBITRRHMFYA4QLUQ,Richard Koenigsberg
Wish I had read this book a LONG LONG time ago.  Good stuff in here ... highly recommended for anybody that has more than about 2 things to manage at a time,Good stuff in here,"October 22, 2014",5.0,/gp/profile/amzn1.account.AEXILVIT56RCJOTU4JALN5KIZ6IA,DaveY
good,Five Stars,"October 22, 2014",5.0,/gp/profile/amzn1.account.AG6HTBMODAI5EOX37M663STX75UQ,Humberto Tavira
The condition was just as described.,Three Stars,"October 21, 2014",3.0,/gp/profile/amzn1.account.AGBZ2PPMYJBTXCNBYWKVNK2F725Q,Pc- Byui Housing
"I enjoyed the read, it gave practical methods to declutter my things to do, distressed the balancing act of GTD and helped me develop some workflows to increased productivity.Good stuff, but seriously needs to be revised to keep pace with technology. Consider creating an AppDean",interesting insights and practical tools / methods,"October 19, 2014",5.0,/gp/profile/amzn1.account.AGK74DSAIE4SQ3V4PA42Q5N5HCOA,Dean A. Gaylor
"I've been reading this and completely agree with many other reviewers. The book is fine, but it has its downsides. Overall the system is great and has already made an impact on how I prioritize, but I get it already! My major gripes:1) repetitive. You read the same examples over and over. This book could be cut down to 50 valuable pages.2) extremely dated. This book is ready for a revision. It's not hard to apply the principles to the modern digital age, but it's really distracting when things reference Palm PDA's, pagers, and Rolodex.3) the random quotes sprinkled throughout the book seem like a great idea, but they really detract from being able to get through the book efficiently. When practically each page has a snippet, it just makes it hard to focus.",I get it already!,"October 17, 2014",3.0,/gp/profile/amzn1.account.AGNJQJMTXXCCP3KACE3TSK227VMA,Jennifer K Bloom
My networking group is using these books for guideline to both persoanal and career effforts.,Five Stars,"October 15, 2014",5.0,/gp/profile/amzn1.account.AHZVVY6JYDYSYAXIM42R7BV6MEIQ,MS
"David Allen provides the basic tools for anyone wanting to improve their task management and organizational skills.  These principles are fundamental and time tested in helping anyone from a high level executive to a soccer mom get their lives organized and ""stress free"" from the daily chaos that is our lives sometimes.",Read Only If You Want the Tools to Organize and Simplify The Chaos of Daily Activities In Your Life!,"October 15, 2014",4.0,/gp/profile/amzn1.account.AFO3M7M4QQVVHNOBEUUR7PEX2E3A,Tofoggin
If you want to get things done it is a good book to read some ideas were overstretched in explanation still the book quality was not compromised,... you want to get things done it is a good book to read some ideas were overstretched in explanation ...,"October 14, 2014",5.0,/gp/profile/amzn1.account.AFMD67TWIZA7JF7QS6OUQFIQTEJQ,Ibrahim Mohy El-Din
Has some great tips and strategies but doesn't address some important additional issues like how to keep on top of deadlines and how to avoid scheduling a day full of meetings that are less important than other tasks.,Ok but not a panacea,"October 12, 2014",3.0,/gp/profile/amzn1.account.AG44ALZJY5TKVQSXEFNLPDYXES5Q,AW
"I am not all that good with self help books, preferring to just continue feeling lost :-) ... but this book is surprisingly reachable. I have not yet implemented the system, but it has already made me more aware of some very important issues -- primarily the issue you have with trying to retain your entire todo list in your head or on paper lists. The daily todo disaster was one I already knew about, but he does explain it so very well. All in all, I think it's a winner.","it's already helping, and I still have much more of his teachings to use","October 11, 2014",4.0,/gp/profile/amzn1.account.AHDJMIGOKAOUJK5WCLBD7ZHBYBYA,Kim L
Very useful book.,Five Stars,"October 9, 2014",5.0,/gp/profile/amzn1.account.AFACRB5E4RTREYPAPZGVDYZFFOPQ,Amazon Customer
This book changed my life - it should be mandatory reading for every student. I have to admit that some of the ways suggested for dealing with tasks is old fashioned - a newer version of the book is long overdue. However applying the underlying principles to modern technology will help anyone who is looking to become more efficient and clear headed.,This book changed my life - it should be mandatory ...,"October 8, 2014",4.0,/gp/profile/amzn1.account.AE4KVHIKW5QEKKHN7JILJ4ZAKNMQ,Sarah Sucha
Every time I Read this book I refine my productive Process. I highly recommend IT. Thank you GTD for such a great advices,maje a change,"October 7, 2014",5.0,/gp/profile/amzn1.account.AFQTYEDFVE7TRZAANJ7NSMUMKN4Q,Rzamora
A practical guide about knowledge work. Many useful tricks to implement and improve your productivity. It is a must read book for everyone.,useful,"October 7, 2014",5.0,/gp/profile/amzn1.account.AH5XHWUKIAQZZWWABS73LEWNQOMQ,Orlando Gomes
Trying system currently.  Has so far relieved my work related stress.  Even others are telling me that I seem less stressed.,Feel less stressed,"October 5, 2014",5.0,/gp/profile/amzn1.account.AHUWWCMPSNAL24I67PURGFFPR4WA,LoQuick
Really helped me manage my workload. I would recommend it in a heartbeat. Very much worth every penny. It's great,great book,"October 5, 2014",5.0,/gp/profile/amzn1.account.AFN5FFMUFFRS4ZH3T7SSTYBWRRJA,Kyle Lines
One of the best and most applicable books you will ever read.,Five Stars,"October 4, 2014",5.0,/gp/profile/amzn1.account.AG5E74E3GVBP6NHLYJSKPYDEGS2A,Poppa Bear
Book arrived as described and a very interesting concept in the book on getting things done at work and in life.,Book arrived as described and a very interesting concept in ...,"October 1, 2014",5.0,/gp/profile/amzn1.account.AFSVKV7UUISJXLVLFGJH72OMI3TQ,Keith
"This is a really good book on organization. I only have a few complaints. The first is that this book seems dated. It assumes that we still live in a paper age. There's nothing wrong with that per se, but I'm in an IT department. We are trying to get away from using paper and going to more electronic forms of ""Getting things done"". His thoughts and ideas are able to be used with email. I would recommend maybe a second book entitled ""Getting things done in the information age"".The second compliant is like most management books this one is read and pass on. It doesn't stay in your library to be re-read over the years. There's nothing wrong with that. A lot of management books are like that, but the ones that have the deepest impact never leave your book shelf.Overall, I would recommend this book. It will help you become better organized. People will notice a difference and start asking you what you're doing differently. I'm amused at all the questions I get about why I have no emails in my inbox. I think the thoughts and ideas in this book will help you get things done.",A decent offering on the topic of be organized,"September 30, 2014",4.0,/gp/profile/amzn1.account.AFQLCEENIOVNCNVB43R4WYXWDSUA,rnwolf
"Very helpful, shared it with my grandson and daughter.....",Five Stars,"September 30, 2014",5.0,/gp/profile/amzn1.account.AGDA5IH3JBGW673DHITUARN4OZZQ,Zan Steiner
"some good ideas, somewhat repetitive",Three Stars,"September 28, 2014",3.0,/gp/profile/amzn1.account.AHCCWFPMCT4I2LQGD2V3C3KHOWUQ,Future World
"Amazing book that everyone can take valuable info from. If you have personal goals of improving organization and productivity, this is a valuable tool . Constantly use as research tool, and reference when I organize",great tool.,"September 26, 2014",5.0,/gp/profile/amzn1.account.AFCO2F5EDAUINLPHD427ENCTJUOQ,Scott R.
"We had David on our podcast, The Entrepreneurs Library, to give a full run down of Getting Things Done. David definitely knows what he is talking about and I would highly recommend this book! If you want to get a review from the author himself check out Episode 20.",David definitely knows what he is talking about!,"September 24, 2014",5.0,/gp/profile/amzn1.account.AHKOW6WSU5ZVBD2IJE3SVNDKZHJQ,Wade Danielson
Just of compilation of old information,Poor,"September 23, 2014",1.0,/gp/profile/amzn1.account.AHB67ZFLXVWXZSBSDWY64JFHZ5GA,S. Howell
I've heard of David Allen from many radio talk shows and some very busy and highly productive people swear by him.  I've just begun reading the book and I obviously need it because I've not finished it YET.  I'm looking forward to completing the book and using its wisdom every day!,I've heard of David Allen from many radio talk shows ...,"September 22, 2014",4.0,/gp/profile/amzn1.account.AFHSGFD36ORWO2OQVHB7ACULVUSQ,Diane S.
"I'm in a book club at work with some co-workers.  We picked this book to help each of us manage our hectic schedules.  I believe most if not everyone in the club has picked up some extremely helpful tips.  The book seems a little out of date because he mostly talks about managing lists and projects using paper in-boxes and physical file folders and cabinets.  However, the concepts can easily be applied to any environment, including the digital world.  I get flooded everyday with emails at work that need some sort of response.  I have applied the concepts in the book to my email in-box and it has really helped me get on top of my email.  The techniques in this book will really help the busy professional with a heavy workload.  Applying just a few of the tips in this book will really help lower the stress associated with a busy schedule.  I highly recommend this book.",Great for the busy professional,"September 20, 2014",5.0,/gp/profile/amzn1.account.AE3QUVAW2GW4D7XFW2CPJDQN2JRA,treedude
"this what today need for getting things done , require more tool to follow the principle",Five Stars,"September 20, 2014",5.0,/gp/profile/amzn1.account.AEB5VSNZAKGC6RNTN3RTXS32R7NQ,sam
"The promotional material was a bit of a stretch - but, I suppose that's what it takes to sell a product that is definitely in the commodity stage of its existence. Mr. Allen's approach is pretty straightforward - get organized, use a ""to do"" system that you will really use - check it daily, then have the discipline to do what you said you would do.Doing what it said it would do is exactly what this book does. It is a system for organization of ""to do"" reminders, resources and filing systems.There is ample psychological coaching and human nature background material (8th grade level stuff, so don't look for great insights) to put the suggestions in perspective.All in all a worthy and useful mechanical approach to behavior management and organization (aka ""time management"").",Good mechanical approach to age-old issue,"September 20, 2014",4.0,/gp/profile/amzn1.account.AFBXAEDITBGOA443RV5JTATOF7UA,WJ
Great book with many great ideas!,Five Stars,"September 18, 2014",5.0,/gp/profile/amzn1.account.AGWXMTXSIEY3UNDDCZU47ORRWVUA,KV
"A top book in anyone's arsenal who is struggling with time management, productivity, and overall sanity in their personal or professional lives!This book helped me to realize that all time management isn't really time management; it's actually TASK management!  ""Getting Things Done"" by David Allen is a LIFESAVER when it comes to helping you get out of the piles & piles of ""work""—whether personal or professional—that needs to get done or is just scraping at the back of your mind like nails on a chalkboard.But if you're looking for a quick fix method move on because this process, if you want it to really work and do it right, takes a little time to implement.  The good news about this, though, is that I was able to first look up a couple videos on YouTube with David Allen interviews/workshops and implement some of the simplest tips in the book into my everyday life as a ""trial"" before purchasing the book.  As a result, just these few tips made a HUGE difference!For example, when you realize that your brain is wired to create new ideas but not to store them, just by the act of writing everything down that's in your head on separate sheets of paper and placing those notes into your current or soon-to-be-created Inbox, you'll feel the immense relief of having your mind free to do what it's meant to do—think!  Just this one tip alone allowed me to realize that, yes, I could in fact get back control of my completely overwhelmed life and STAY in control!If you're still reading this and wondering whether to purchase it or not, do what I did:1. Check out a couple of YouTube vids by David Allen on ""Getting Things Done"".2. Implement the simplest strategies from the videos into your own life.3. Buy the book and—most importantly—refer to it over and over again throughout the course of your year.4. Take back control of your LIFE!!!If you've tried Stephen Covey's ""The 7 Habits of Highly Effective People"" quadrant method of time management and you're still finding it hard to manage your time and your life, give ""Getting Things Done"" a chance; not as a replacement, but a complimentary book by two authors on the same path to creating more FREEDOM in your life.","A top book in anyone's arsenal who is struggling with time management, productivity, and overall sanity in their personal or pro","September 15, 2014",5.0,/gp/profile/amzn1.account.AHFOJD65ECM4X7GXER3U6HYYKJTA,"Eric Beaty, Author of the SMART FOCUS series"
"This book became the core of a case-management methodology for my law firm. It is a life-changing book. David Allen knows more about this subject than Steven Covey, because he gives vital tools to actually manage a heavy workflow without dropping balls or becoming stressed out.My firm uses Daylite software (from Marketcircle) as the core of our GTD system, but there are many other applications you can use. Without the knowledge of Allen''s method, however, you won't get as much out if the software you use to manage your tasks.The book is easy to read, and relatively short, with no fluff or filler whatsoever. Everyone should read this book. I've read it twice now.",A life-changing method to get work done and organize your life.,"September 14, 2014",5.0,/gp/profile/amzn1.account.AFU7CYWKYK276THW3N6DFXWSIDIQ,Leonardo daVinci
Fabulous game changer for how to approach our tasks. Wish I had read it years ago!,Five Stars,"September 12, 2014",5.0,/gp/profile/amzn1.account.AFOHDHZ5PIDFNBWZHJLW7ABBMCEA,Amazon Customer
Very helpful. Confirmed some of my ideas and added several valuable new ideas.,Four Stars,"September 12, 2014",4.0,/gp/profile/amzn1.account.AFGQDI2HWIUXTDCXRJFTWBBB6FQQ,J. R. Brown
Best book for Personal and Corporate Productivity.,Five Stars,"September 12, 2014",5.0,/gp/profile/amzn1.account.AH4MRJV6GMLB4DI3UX3TLFBIAW7A,rachanont
